    Аахен		Аа'хенъ (го'родъ)	
 	адресант		адреса'нтъ (тотъ, кто адресу'етъ, отправля'етъ что'-либо), но адреса'тъ (получа'тель)	 
 	адресат		адреса'тъ (получа'тель), но адреса'нтъ (отправи'тель)	 
 	адресный		а'дресный, а'дреснаго	 
	Адриан		Адріа'нъ	 
 	Адриаполь		Адріа'поль	 
 	Адриатическое		Адріати'ческое (мо'ре)	 
 	адский		а'дскій, а'дскаго, (не а'ццкій :)	 
 	адье		адье', адьё, адью' (проща'йте — фр. adieu)	 
 	адъективный		адъекти'вный	 
 	адъюнкт		адъю'нктъ (мла'дшая учёная до'лжность)	 
 	адъютант		адъюта'нтъ (не адьюта'нтъ!)	 
 	адюльтер		адюльте'ръ, адульте'ръ (супру'жеская невѣ'рность, измѣ'на)	 
 	ажитация		ажита'ція (возбуждённое состоя'ніе, волне'ніе), въ ажита'ціи	^
 	ажиотаж		ажіота'жъ, въ ажіота'жѣ	 
 	аз		А — азъ — пе'рвая бу'ква ру'сской а'збуки	^
 	аз		азъ (я) — уcтap., азъ есмь царь!	 
 	азбука		а'збука, въ а'збукѣ	 
 	Азербайджан		Адербейджа'нъ	 
 	Азеф		Азе'фъ	 
 	азиат		азіа'тъ, азіа'тецъ, азіа'тскій	 
 	азиатский		азіа'тскій	 
 	Азия		А'зія	 
 	Азовское		Азо'вское (мо'ре)	 
 	аистёнок		аистёнокъ	^
 	Айвазовский		Айвазо'вскій	^
 	айсберг		а'йсбергъ, на а'йсбергѣ	 
 	Айседора		Айседо'ра Дунка'нъ	 
 	академик		акаде'микъ, объ акаде'микѣ	^
 	академический		академи'ческій	 
 	академия		акаде'мія, въ акаде'міи, акаде'міей	 
 	Акакий Акакиевич		Ака'кій Ака'кіевичъ	 
 	акафист		ака'ѳистъ (молитвосло'вія), въ ака'ѳистѣ	 
 	акация		ака'ція	 
 	акварель		акваре'ль	 
 	аквариум		аква'ріумъ, аква'рій, въ аква'ріумѣ	 
 	акведук		акведу'къ, на акведу'кѣ	 
 	аки		а'ки (какъ) — уcтap.	 
 	Аким		Аки'мъ, Іоаки'мъ	 
 	Аккерман		Аккерма'нъ	 
 	акклиматизация		акклиматиза'ція	 
 	аккомпанемент		аккомпанеме'нтъ, аккомпаниме'нтъ	 
 	аккомпаниатор		аккомпаніа'торъ	 
 	аккомпанировать		аккомпани'ровать	 
 	аккорд		акко'рдъ, въ акко'рдѣ	 
 	аккордеон		аккордео'нъ, на аккордео'нѣ	 
 	аккредитация		аккредита'ція	 
 	аккредитив		аккредити'въ	 
 	аккредитовать		аккредитова'ть	 
 	аккумулятор		аккумуля'торъ	 
 	аккуратен		аккура'тенъ	 
 	аккуратнее		аккура'тнѣе, аккура'тнѣй	 
 	аккуратнейший		аккура'тнѣйшій	 
 	аккуратно		аккура'тно	 
 	аккуратное		аккура'тное	 
 	аккуратного		аккура'тнаго	 
 	аккуратные		аккура'тные (м. р.), аккура'тныя (ж. р. и ср. р.)	 
 	акробатический		акробати'ческій, акробати'ческаго	 
 	аксамит		аксами'тъ (ба'рхатная и'ли атла'сная парча', см. акшаме'тъ)	 
 	аксельбант		аксельба'нтъ и эксельба'нтъ	 
 	Аксён		Аксёнъ	 
 	Аксёнов		Аксёновъ	 
 	аксессуар		аксессуа'ръ	 
 	аксиома		аксіо'ма	 
 	акт		актъ, въ тре'тьемъ а'ктѣ	 
 	актёр		актёръ, объ актёрѣ	 
 	актёришка		актёришка	 
 	актёрское		актёрское, актёрскаго	 
 	активного		акти'внаго	 
 	активное		акти'вное	 
 	активные		акти'вные (м. р.), акти'вныя (ж. р. и ср. р.)	 
 	активный		акти'вный, акти'внаго	 
 	актуарий		актуа'рій (оцѣ'нщикъ фина'нсовыхъ ри'сковъ)	 
 	акустический		акусти'ческій, акусти'ческаго	 
 	акушерка		акуше'рка (повиту'ха, повива'льщица, повива'льная ба'бка)	 
 	акупрессура		акупрессу'ра (то'чечный масса'жъ)	 
 	акцент		акце'нтъ (осо'бый хара'ктеръ произноше'нія, ударе'ніе, выдѣле'ніе чего'-либо)	 
 	акцепт		акце'птъ (согла'сіе на опла'ту)	 
 	акцессия		акце'ссія (присоедине'ніе)	 
 	акциденция		акциде'нція (случа'йное, преходя'щее, несуще'ственное сво'йство)	 
 	акциз		акци'зъ (ко'свенный нало'гъ на това'ры и услу'ги, включа'емый въ ихъ цѣ'ну)	 
 	акции		а'кціи	 
 	акционер		акціоне'ръ	 
 	акционерное		акціоне'рное (о'бщество закры'таго ти'па)	 
 	акция		а'кція	 
 	акшамет		акшаме'тъ (каза'цкая оде'жда изъ ба'рхатной и'ли атла'сной парчи' — аксами'та)	 
 	албанец		алба'нецъ	^
 	Албания		Алба'нія	 
 	алгебра		а'лгебра, въ а'лгебрѣ	 
 	алгебраический		алгебраи'ческій и алгебри'ческій	 
 	алгоритм		алгори'ѳмъ	 
 	алебарда		аллеба'рда	 
 	алебастр		алеба'стръ, алава'стръ	 
 	Алевтина		Алевти'на	 
 	алее		алѣ'е (бо'лѣе а'лое), но а'ленькій	 
 	алеет		алѣ'етъ, но а'ленькій	 
 	Александр		Алекса'ндръ Алекса'ндровичъ Алекса'ндровъ, объ Алекса'ндрѣ Алекса'ндровичѣ Алекса'ндровѣ	 
 	Александрия		Александрі'я	 
 	Александрийский		Александрі'йскій	 
 	Александро-Невская		Алекса'ндро-Не'вская ла'вра	 
 	александрит		александри'тъ	 
 	Алексеев		Алексѣ'евъ	 
 	Алексеевич		Алексѣ'евичъ	 
 	Алексеенко		Алексѣ'енко	 
 	Алексей		Алексѣ'й, Алексѣ'емъ, при Алексѣ'ѣ (Алексі'ѣ) Миха'йловичѣ Рома'новѣ, Алексѣ'евъ, Алексѣ'евичъ	 
 	Алексий		Алексі'й (цeрк.-сл. Алексѣ'й)	 
 	Алексин		Але'ксинъ	 
 	Алёна		Алёна	 
 	Алёнка		Алёнка	 
 	Алёнушка		Алёнушка	 
 	аленький		а'ленькій, но алѣ'етъ	 
 	Алеппо		Але'ппо	 
 	алеть		алѣ'ть, алѣ'етъ, алѣ'е, но а'ленькій	 
 	алеут		алеу'тъ	 
 	Алеутские		Алеу'тскіе (острова')	 
 	Алёша		Алёша, Алёха	 
 	Алёшенька		Алёшенька	 
 	Алёха		Алёха	 
 	Алжир		Алжи'ръ, Алжи'рія	 
 	аливрувер		аливруве'ръ (переводи'ть, игра'ть пье'су безъ приготовле'нія)	 
 	алименты		алиме'нты	 
 	Алипий		Али'пій, Али'піевичъ, Али'пія, Али'піевна	 
 	Алкей		Алке'й, Алке'евъ (стихъ)	 
 	алкоголем		алкого'лемъ	 
 	алкоголик		алкого'ликъ, объ алкого'ликѣ	 
 	алкоголичка		алкоголи'чка, объ алкоголи'чкѣ	 
 	алкоголь		алкого'ль (не а'лкоголь!), въ алкого'лѣ	 
 	алкогольного		алкого'льнаго	 
 	алкогольные		алкого'льные (м. р.), алкого'льныя (ж. р. и ср. р.)	 
 	алкогольный		алкого'льный, алкого'льнаго	 
 	Аллах		Алла'хъ	 
 	аллегата		аллега'та	 
 	аллегорический		аллегори'ческій	 
 	аллегория		аллего'рія	 
 	аллегретто		аллегре'тто	 
 	аллегри		алле'гри (лотере'я съ неме'дленной вы'дачей вы'игрышей)	 
 	аллегро		алле'гро	 
 	аллейный		алле'йный	 
 	аллея		алле'я, по алле'ѣ	 
 	аллигатор		алига'торъ	 
 	аллилуйя		аллилу'ія (моли'твенный хвале'бный во'згласъ)	 
 	аллитерация		аллитера'ція, альтера'ція (пріёмъ усиле'нія звуково'й вырази'тельности рѣ'чи подбо'ромъ одноро'дныхъ согла'сныхъ зву'ковъ)	 
 	аллопатия		аллопа'тія	 
 	аллопеция		аллопе'ція (облысѣ'ніе)	 
 	аллювиальный		аллювіа'льный (нано'сный)	 
 	аллювий		аллю'вій	 
 	аллюзия		аллю'зія	 
 	аллюр		аллю'ръ, въ аллю'рѣ	 
 	алого		а'лаго (а'лый)	 
 	алое		а'лое	 
 	Алоизий		Алои'зій	 
 	алоэ		ало'э	 
 	Алтаевъ		Алта'евъ	 
 	алтарь		алта'рь и олта'рь, на алтарѣ'	 
 	алтей		алте'й	 
 	алфавит		алфави'тъ, въ алфави'тѣ	 
 	Алфей		Алфе'й	 
 	Алфёров		Алфёровъ	 
 	алхимия		алхи'мія, алхими'ческій	 
 	альбедо		альбе'до (отража'тельная спосо'бность)	 
 	альбинос		альбино'съ	 
 	Альбион		Альбіо'нъ	 
 	альбом		альбо'мъ, въ альбо'мѣ	 
 	Альбрехт		А'льбрехтъ	 
 	альвеола		альвео'ла	 
 	альдегид		алдеги'дъ	 
 	альменда		альме'нда (земе'льныя уго'дья въ о'бщемъ по'льзованіи)	 
 	альпеншток		альпеншто'къ	 
 	альпийские		альпі'йскіе (м. р.), альпі'йскія (ж. р. и ср. р.)	 
 	альпийский		альпі'йскій, альпі'йскаго	 
 	альпийское		альпі'йское	 
 	альтернатива		альтернати'ва	 
 	альтер эго		а'льтеръ-э'го (альтернати'вная ли'чность человѣ'ка)	 
 	альтиметр		алтиме'тръ (высотомѣ'ръ)	 
 	альфа		а'льфа	 
 	альфонс		альфо'нсъ	 
 	альфреско		альфре'ско	 
 	алые		а'лые (м. р.), а'лыя (ж. р. и ср. р.)	 
 	алый		а'лый, а'лаго	 
 	алюминиевый		алюми'ніевый (не алюми'невый!)	 
 	алюминий		алюми'ній, гли'ній (не аллюми'ній! не альми'ній!)	 
 	Алябьев		Аля'бьевъ	 
 	Алябышев		Аля'бышевъ	 
 	аляповатый		аляпова'тый, оляпова'тый	 
 	аматёр		аматёръ (люби'тель по накло'нности, знато'къ-охо'тникъ до чего')	^
 	амбар		амба'ръ, въ амба'рѣ	 
 	амбаркадер		амбарка'деръ (платфо'рма для поса'дки въ по'ѣздъ и'ли кора'бль)	 
 	амбиции		амби'ціи (обострённое самолю'біе, чрезмѣ'рное самомнѣ'ніе), амби'ція, амби'цій	 
 	амбициозен		амбиціо'зенъ	 
 	амбициозное		амбиціо'зное	 
 	амбициозные		амбиціо'зные (м. р.), амбиціо'зныя (ж. р. и ср. р.)	 
 	амбициозный		амбиціо'зный, амбиціо'знаго	 
 	амблиопия		амбліо'пія (ослабле'ніе зрѣ'нія)	 
 	амбре		амбре' (уcтаp. благово'ніе, сoвp. злово'ніе)	 
 	амброзия		амбро'зія	 
 	Амвросий		Амвро'сій	 
 	амёба		амёба	 
 	Америго		Амери'го Веспу'ччи	 
 	Америка		Аме'рика	 
 	американец		америка'нецъ, америка'нскій, америка'нскаго, америка'нское	 
 	американские		америка'нскіе (м. р.), америка'нскія (ж. р. и ср. р.)	 
 	аметист		амети'стъ	 
 	аминь		ами'нь (цeрк. и'стинно, вѣ'рно, да бу'детъ такъ; рaзг. всё ко'нчено, коне'цъ)	 
 	аммиак		амміа'къ	 
 	аммоний		аммо'ній	 
 	амнезия		амнезі'я (наруше'ніе па'мяти)	 
 	амнистия		амни'стія	 
 	аморфный		амо'рфный, амо'рфнаго	 
 	ампер		ампе'ръ	 
 	Амплей		Ампле'й, А'мплій	 
 	ампоше		ампоше' (прикарма'нить)	 
 	ампутация		ампута'ція	 
 	Амстердам		Амстерда'мъ, въ Амстерда'мѣ, амстерда'мскій	 
 	амулет		амуле'тъ (талисма'нъ)	 
 	амуниция		амуни'ція	 
 	амур		аму'ръ (изображе'ніе бо'га любви' въ ви'дѣ крыла'таго ма'льчика съ лу'комъ и стрѣ'лами), аму'рчикъ	 
 	Амур		Аму'ръ (богъ любви')	 
 	Амур		Аму'ръ (рѣка'), на Аму'рѣ	 
 	амурец		аму'рецъ (жи'тель Пріаму'рья), аму'рцемъ, аму'рцевъ	 
 	амуры		аму'ры (любо'вныя похожде'нія), аму'рныя дѣла', аму'рничать	 
 	амфибия		амфи'бія	 
 	амфибрахий		амфибра'хій	 
 	амфитеатр		амфитеа'тръ, въ амфитеа'трѣ	 
 	амфитрион		амфитріо'нъ (гостепріи'мный хозя'инъ)	 
 	анабиоз		анабіо'зъ (спя'чка)	^
 	анадема		анаде'ма (головна'я повя'зка)	 
 	Анакреон		Анакрео'нъ	 
 	аналемма		анале'мма	 
 	аналитический		аналити'ческій, аналити'ческаго, аналити'ческое	 
 	аналогичный		аналоги'чный, аналоги'чнаго	 
 	аналогия		анало'гія	 
 	аналой		анало'й, анало'гій, нало'й	 
 	анамнез		ана'мнезъ, въ ана'мнезѣ	 
 	Ананий		Ана'ній	 
 	Ананьев		Ана'ньевъ	 
 	Ананья		Ананья (иносказа'тельно — ла'сково-уго'дливый человѣ'къ, лиса')	 
 	анапест		ана'пестъ	 
 	анархист		анархи'стъ	 
 	анархический		анархи'ческій	 
 	анархия		ана'рхія	 
 	Анастасия		Анастасі'я	 
 	анатомируем		анатоми'руемъ	 
 	анатомия		анато'мія	 
 	анафема		ана'ѳема (отлуче'ніе отъ це'ркви, прокля'тіе), преда'ть ана'ѳемѣ	 
 	анахорет		анахоре'тъ (пусты'нникъ, отше'льникъ)	 
 	анвелопа		анвело'па (нару'жная вспомога'тельная постро'йка въ крѣпостя'хъ)	 
 	ангажемент		ангажеме'нтъ	 
 	ангел		а'нгелъ, ангело'къ, ангело'чекъ, а'нгельское, день а'нгела, а'нгельскій, объ а'нгелѣ	 
 	Ангелина		Ангели'на	 
 	ангелочек		ангело'чекъ, ангело'къ, объ ангело'чкѣ	 
 	ангиома		ангіо'ма (доброка'чественная о'пухоль)	 
 	англез		англе'зъ (собира'тельное назва'ніе сти'ля та'нцевъ)	 
 	английские		англі'йскіе (м. р.), англі'йскія (ж. р. и ср. р.)	 
 	английский		англі'йскій, англі'йскаго, по-англі'йски (ра'нѣе — по англі'йски)	 
 	английское		англі'йское	 
 	англичане		англича'не, англича'нинъ, англича'нка	 
 	Англия		А'нглія, англича'не	 
 	анданте		анда'нте (муз. — умѣ'ренно ме'дленно, пла'вно)	 
 	андезин		андези'нъ (минера'лъ)	 
 	андезит		андези'тъ (затвердѣ'вшая ла'ва)	 
 	Андреев		Андре'евъ Андре'й Андре'евичъ, объ Андре'евѣ Андре'ѣ Андре'евичѣ	 
 	Андреевский		Андре'евскій	 
 	Андрей		Андре'й Андре'евичъ Андре'евъ, объ Андре'ѣ Андре'евичѣ Андре'евѣ	 
 	Андриан		Адріа'нъ, Андрея'нъ	 
 	андрии		а'ндріи	 
 	Андрия		А'ндрія	 
 	Андромеда		Андроме'да	 
 	аневризма		аневри'зма	 
 	анекдот		анекдо'тъ, въ анекдо'тѣ	 
 	анекдотический		анекдоти'ческій, анекдоти'ческаго	 
 	анектировать		анекти'ровать (присво'ить)	 
 	анемия		анемі'я	 
 	анемометр		анемо'метръ (измѣри'тель ско'рости и направле'нія вѣ'тра)	 
 	анемон		анемо'нъ (травяни'стое расте'ніе, вѣ'треница)	 
 	анероид		анеро'идъ (типъ баро'метра)	 
 	анестезия		анестезі'я, анэстезі'я (обезбо'ливаніе), анестези'ровать, анестезіо'логъ	 
 	анестетический		анестети'ческій (обезбо'ливающій)	 
 	анкер		а'нкеръ (дета'ль часо'въ, строи'тельный бо'лтъ)	 
 	анкета		анке'та, въ анке'тѣ	 
 	анкетёр		анкетёръ	 
 	аннексия		анне'ксія (наси'льственное присоедине'ніе террито'ріи одного' госуда'рства къ друго'му)	 
 	Анненский		А'нненскій	 
 	аномальное		анома'льное, анома'льнаго	 
 	анонимного		анони'мнаго	 
 	анонимное		анони'мное, анони'мнаго	 
 	анонимные		анони'мные (м. р.), анони'мныя (ж. р. и ср. р.)	 
 	анорексия		анорексі'я (отка'зъ отъ ѣды' на не'рвной и'ли психи'ческой по'чвѣ)	 
 	ансамбль		анса'мбль, въ анса'мблѣ, безъ анса'мбля	 
 	антаблемент		антаблеме'нтъ (ве'рхняя горизонта'льная, опира'ющаяся на коло'нны часть зда'нія)	 
 	антарктический		антаркти'ческій	 
 	Антверпен		Антве'рпенъ	 
 	антенна		анте'нна	 
 	антефикс		антефи'ксъ (архитекту'рное украше'ніе изъ мра'мора и'ли террако'ты)	 
 	антецедент		антецеде'нтъ (предше'ствовавшій слу'чай)	 
 	антиквар		антиква'рій, антиква'ріусъ	 
 	антиквариат		антикваріа'тъ, объ антикваріа'тѣ	 
 	антимония		антимо'нія (разводи'ть антимо'нію — занима'ться пусто'й болтовнёй)	 
 	Антиохия		Антіо'хія	 
 	антипатия		антипа'тія (непрія'знь)	 
 	антисемит		антисеми'тъ, антисемити'змъ	 
 	антисептика		антисе'птика	 
 	антитеза		антите'за (противополо'жность, противопоставле'ніе), антите'зисъ	 
 	антихрист		анти'христъ (бран. о человѣ'ке, вызыва'ющемъ гнѣ'въ окружа'ющихъ свои'ми посту'пками)	 
 	Антихрист		Анти'христъ (гла'вный проти'вникъ Христа')	 
 	Антониево-Дымский		Анто'ніево-Ды'мскій (монасты'рь)	 
 	Антониево-Сийский		Анто'ніево-Сі'йскій (монасты'рь)	 
 	Антоний		Анто'ній	 
 	антракт		антра'ктъ, въ антра'ктѣ	 
 	антре		антре' (входъ, вступле'ніе, вы'ходъ на сце'ну)	 
 	антрекот		антреко'тъ	 
 	антреме		антреме'	 
 	антрепренёр		антрепренёръ (предпринима'тель, устрои'тель)	 
 	антреприза		антрепри'за, въ антрепри'зѣ	 
 	антресоль		антресо'ль (ве'рхній полуэта'жъ, встро'енный въ объёмъ основно'го этажа')	 
 	антропометрия		антропоме'трія (изслѣ'дованія, состоя'щія въ измѣре'ніи человѣ'ческаго тѣ'ла и его' часте'й)	 
 	аншеф		анше'фъ (генера'льскій чинъ)	 
 	Анфим		Анѳи'мъ	 
 	Анфиса		Анѳи'са	 
 	апартаменты		апартаме'нты	^
 	апатия		апа'тія (состоя'ніе глубо'каго безразли'чія)	 
 	апекс		а'пексъ	 
 	апеллировать		апелли'ровать (не апели'ровать! и не аппели'ровать! и не аппелли'ровать!), апелли'руетъ, апелли'руете	 
 	апелляция		апелля'ція (не апеля'ція! и не аппеля'ція! и не аппелля'ція!), апелля'ціей	 
 	апель		а'пель	 
 	апельсин		апельси'нъ, въ апельси'нѣ	 
 	Апеннины		Апенни'ны	 
 	аперитив		аперити'въ (не апперити'въ!)	 
 	апертура		аперту'ра	 
 	аплике		аплике' (накладно'е серебро')	 
 	аплодисменты		аплодисме'нты	 
 	апноэ		апно'э (остано'вка дыха'тельныхъ движе'ній)	 
 	апогей		апоге'й (ве'рхъ, верши'на, вы'сшая сте'пень, вы'сшая то'чка, зени'тъ, кульмина'ція)	 
 	апограф		апо'графъ (ко'пія)	 
 	апокалипсис		апока'липсисъ (не апокали'псисъ!) — коне'цъ свѣ'та; Апока'липсисъ — одна' изъ кни'гъ Но'ваго Завѣ'та	 
 	апокриф		апо'крифъ (неканони'ческій раннехристіа'нскій те'кстъ)	 
 	апологет		апологе'тъ, объ апологе'тѣ	 
 	апологетика		апологе'тика	 
 	апологетический		апологети'ческій	 
 	апология		аполо'гія	 
 	апоплексия		апопле'ксія, но апоплекти'ческій (уда'ръ)	 
 	апоплексический		апоплекти'ческій (уда'ръ)	 
 	апостол		апо'столъ	 
 	апостроф		апо'строфъ	 
 	апофегма		апоѳе'гма (кра'ткое остроу'мное и нравоучи'тельное изрече'ніе)	 
 	апофеоз		апоѳео'зъ (прославле'ніе, возвеличе'ніе)	 
 	аппарат		аппара'тъ, въ аппара'тѣ	 
 	аппарель		аппаре'ль (поло'гій подъёмъ къ возвы'шеннымъ частя'мъ зда'ній, сооруже'ній)	 
 	аппендикс		аппе'ндиксъ	 
 	аппендицит		аппендици'тъ	 
 	аппетит		аппети'тъ, прія'тнаго аппети'та	 
 	аппликация		аплика'ція	 
 	апплике		аплике' (накладно'е серебро')	 
 	аппретура		аппрету'ра (соста'въ для обрабо'тки тка'ни)	 
 	Апрелевка		Апрѣ'левка, въ Апрѣ'левкѣ, апрѣ'левскій	 
 	апрелем		апрѣ'лемъ	 
 	Апрелий		Апрѣ'лій, Апрѣ'лія	 
 	апрель		апрѣ'ль, въ апрѣ'лѣ, апрѣ'льскій, четвёртаго апрѣ'ля	 
 	апрельские		апрѣ'льскіе (м. р.), апрѣ'льскія (ж. р. и ср. р.)	 
 	апрельский		апрѣ'льскій, апрѣ'льскаго	 
 	апрельского		апрѣ'льскаго	 
 	апрельское		апрѣ'льское	 
 	апсель		а'псель (косо'й треуго'льный па'русъ)	 
 	аптека		апте'ка, въ апте'кѣ, апте'чное (дѣ'ло)	 
 	аптекарев		апте'каревъ	 
 	аптекарский		апте'карскій, апте'карскаго	 
 	аптекарь		апте'карь, апте'карша	 
 	аптечка		апте'чка, въ апте'чкѣ	 
 	аптечного		апте'чнаго	 
 	аптечное		апте'чное (дѣ'ло)	 
 	аптечные		апте'чные (м. р.), апте'чныя (ж. р. и ср. р.)	 
 	аптечный		апте'чный, апте'чнаго	 
 	араб		ара'бъ (жи'тель ара'віи, аравитя'нинъ), ара'бскій, ара'бскаго, но ара'пъ (не'гръ)	^
 	арабеска		арабе'ска (видъ орна'мента, бале'тная по'за), арабе'скъ	 
 	арабские		ара'бскіе (м. р.), ара'бскія (ж. р. и ср. р.)	 
